AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
160.8906707763672,2022-03-09,282.8612976074219,2022-03-09,133.4199981689453,2022-03-09,286.3233337402344,2022-03-09
156.5166778564453,2022-03-10,280.0082092285156,2022-03-10,132.42950439453125,2022-03-10,279.4333190917969,2022-03-10
152.7745361328125,2022-03-11,274.5960693359375,2022-03-11,129.87049865722656,2022-03-11,265.1166687011719,2022-03-11
148.7164764404297,2022-03-14,271.0369873046875,2022-03-14,125.95099639892578,2022-03-14,255.4566650390625,2022-03-14
153.1300048828125,2022-03-15,281.5376892089844,2022-03-15,129.197998046875,2022-03-15,267.2966613769531,2022-03-15
157.57313537597656,2022-03-16,288.6361999511719,2022-03-16,133.28050231933594,2022-03-16,280.07666015625,2022-03-16
158.590087890625,2022-03-17,289.4499816894531,2022-03-17,133.83900451660156,2022-03-17,290.5333251953125,2022-03-17
161.9076385498047,2022-03-18,294.55810546875,2022-03-18,136.12550354003906,2022-03-18,301.7966613769531,2022-03-18
163.28997802734375,2022-03-21,293.31298828125,2022-03-21,136.10150146484375,2022-03-21,307.0533447265625,2022-03-21
166.68649291992188,2022-03-22,298.1172180175781,2022-03-22,139.8679962158203,2022-03-22,331.32666015625,2022-03-22
168.0589599609375,2022-03-23,293.636474609375,2022-03-23,138.27549743652344,2022-03-23,333.03668212890625,2022-03-23
171.87014770507812,2022-03-24,298.15643310546875,2022-03-24,141.57200622558594,2022-03-24,337.97332763671875,2022-03-24
172.51193237304688,2022-03-25,297.74456787109375,2022-03-25,141.67300415039062,2022-03-25,336.8800048828125,2022-03-25
173.3807830810547,2022-03-28,304.62738037109375,2022-03-28,141.45550537109375,2022-03-28,363.9466552734375,2022-03-28
176.6983642578125,2022-03-29,309.24530029296875,2022-03-29,142.5054931640625,2022-03-29,366.5233459472656,2022-03-29
175.52337646484375,2022-03-30,307.7256164550781,2022-03-30,141.93850708007812,2022-03-30,364.663330078125,2022-03-30
172.4033203125,2022-03-31,302.28411865234375,2022-03-31,139.0675048828125,2022-03-31,359.20001220703125,2022-03-31
172.1071014404297,2022-04-01,303.3724365234375,2022-04-01,140.15049743652344,2022-04-01,361.5299987792969,2022-04-01
176.1848907470703,2022-04-04,308.8139343261719,2022-04-04,142.97149658203125,2022-04-04,381.8166809082031,2022-04-04
172.84762573242188,2022-04-05,304.80389404296875,2022-04-05,140.59100341796875,2022-04-05,363.7533264160156,2022-04-05
169.658447265625,2022-04-06,293.6463317871094,2022-04-06,136.54800415039062,2022-04-06,348.586669921875,2022-04-06
169.9645233154297,2022-04-07,295.4797668457031,2022-04-07,135.8885040283203,2022-04-07,352.4200134277344,2022-04-07
167.9404296875,2022-04-08,291.165771484375,2022-04-08,133.28750610351562,2022-04-08,341.8299865722656,2022-04-08
163.6552734375,2022-04-11,279.68463134765625,2022-04-11,128.82350158691406,2022-04-11,325.30999755859375,2022-04-11
165.5411376953125,2022-04-12,276.547119140625,2022-04-12,127.7145004272461,2022-04-12,328.98333740234375,2022-04-12
168.2465057373047,2022-04-13,281.99847412109375,2022-04-13,129.8939971923828,2022-04-13,340.7900085449219,2022-04-13
163.2010955810547,2022-04-14,274.36077880859375,2022-04-14,126.7300033569336,2022-04-14,328.3333435058594,2022-04-14
162.9838409423828,2022-04-18,275.0372619628906,2022-04-18,127.67649841308594,2022-04-18,334.7633361816406,2022-04-18
165.28443908691406,2022-04-19,279.723876953125,2022-04-19,130.00900268554688,2022-04-19,342.7166748046875,2022-04-19
165.11656188964844,2022-04-20,280.76312255859375,2022-04-20,128.0399932861328,2022-04-20,325.73333740234375,2022-04-20
164.3168182373047,2022-04-21,275.3216247558594,2022-04-21,124.81449890136719,2022-04-21,336.260009765625,2022-04-21
159.74530029296875,2022-04-22,268.674072265625,2022-04-22,119.635498046875,2022-04-22,335.01666259765625,2022-04-22
